,Unnamed: 0,Unnamed: 0.1,token_id,rule_name,rule_description,prior_feedback,bound_vars,prior_resp,prior_resp_bonan,posterior_feedback,bound_vars_post,post_resp,post_resp_bonan,bn_check
179,204,321,6PmID,Kappa,at least one is blue AND small,The arrangement contains at least two blue cones,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),2,X)",bonan's rule,The arrangement contains at least one small blue cone,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,1
180,205,322,6PmID,Iota,one is blue,The arrangement contains at most one blue cone,[['x1']],"Z.atmost(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,The arrangement contains at most one blue cone,[['x1']],"Z.atmost(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
181,206,323,6PmID,Omega,all are blue OR small,The arrangement must contain at least 2 small cones that are not blue,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.not_operator(Z.equal(x1,'blue','colour'))),2,X)",bonan's rule,The arrangement must not contain any medium or large red cones,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'red','colour'),Z.or_operator(Z.equal(x1,2,'size'),Z.equal(x1,3,'size'))),X)",bonan's rule,0
182,207,324,6PmID,Upsilon,none are upright,The can be no upright cones,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,The arrangement cannot contain upright cones,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
183,208,325,Jjfll,Omega,all are blue OR small,The largest cone has to be blue. ,"[['x1'],['x1','x2']]","Z.forall(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.greater(x1,x2,'size')),X),X)",bonan's rule,The largest cone has to be blue.,"[['x1'],['x1','x2']]","Z.forall(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.greater(x1,x2,'size')),X),X)",bonan's rule,0
184,209,326,Jjfll,Iota,one is blue,There must only be one single green and one single blue cone.,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),1,X),1,X)",bonan's rule,There must only be one blue and one green cone each.,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),1,X),1,X)",bonan's rule,0
185,210,327,Jjfll,Kappa,at least one is blue AND small,A green cone has to be larger than a blue cone.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'blue','colour')),Z.greater(x1,x2,'size')),X),X)",bonan's rule,A green cone has to be larger than a blue cone.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'blue','colour')),Z.greater(x1,x2,'size')),X),X)",bonan's rule,0
186,211,328,Jjfll,Zeta,there is a red,One or more red cones are present.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,One or more red cones have to be present.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
187,212,329,Jjfll,Upsilon,none are upright,A red cone has to be the tallest object.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.greater(x1,x2,'size')),X),X)",bonan's rule,"A red cone has to be the largest object.
There must be no green cones.","[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.greater(x1,x2,'size')),X),X)",bonan's rule,0
188,213,331,Ahfce,Kappa,at least one is blue AND small,Small blue cones emit radiation,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,Small blue cones emit radiation,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
189,214,332,Ahfce,Iota,one is blue,Medium blue cones emit iota waves,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,2,'size'),Z.equal(x1,'blue','colour')),X)",bonan's rule,Medium blue cones emit radiation. There is some exception here but I haven't figured it out yet,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,2,'size'),Z.equal(x1,'blue','colour')),X)",bonan's rule,0
190,215,334,Ahfce,Zeta,there is a red,Red cones emit zeta waves,[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'red','colour'), X)",bonan's rule,Red cones emit zeta waves,[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'red','colour'), X)",bonan's rule,0
191,217,336,6j5zV,Kappa,at least one is blue AND small,Anything with a small blue cone works,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,must have a small blue cone in it,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
192,218,337,6j5zV,Zeta,there is a red,Must have at least one red cone in it any size or direction,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,"Must have at least one red cone in it, any size or direction",[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
193,219,338,6j5zV,Upsilon,none are upright,Can't have any cone standing straight up.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,Can't have any cone standing straight up.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
194,220,339,6j5zV,Iota,one is blue,must have a blue cone anywhere in it,[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'blue','colour'), X)",bonan's rule,Must have some type of blue cone in it doesn't matter the direction or size.,[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'blue','colour'), X)",bonan's rule,0
195,221,340,f1oqs,Iota,one is blue,There must be at least one large red triangle present with at least two other smaller triangles.,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,3,'size')),Z.equal(x2,1,'size')),2,X),1,X)",bonan's rule,"There must be at least one large, red triangle and at least two small triangles of different colors.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,3,'size')),Z.equal(x2,1,'size')),2,X),1,X)",bonan's rule,0
196,222,341,f1oqs,Omega,all are blue OR small,"There must be at least one large, blue triangle and at least two smaller triangles of any color.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,3,'size')),Z.equal(x2,1,'size')),2,X),1,X)",bonan's rule,"There must be at least one large, blue triangle and there must be at least two of the smallest triangles of any color.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,3,'size')),Z.equal(x2,1,'size')),2,X),1,X)",bonan's rule,0
197,223,344,f1oqs,Kappa,at least one is blue AND small,"There must be at least one large, green triangle and there must be at least two other triangles of different colors and sizes.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,3,'size')),Z.not_operator(Z.equal(x2,1,'size'))),2,X),1,X)",bonan's rule,"There must be one large triangle and it must be green.  Any other number of triangles can be present, but they must be smaller.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,3,'size')),Z.less(x2,x1,'size')),X),1,X)",bonan's rule,0
198,224,347,fD5gC,Omega,all are blue OR small,One blue cone must be there in the combination that too in an upright position.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,'upright','orientation')),X)",bonan's rule,The blue color cone must be larger than the green one.,"[['x1'],['x1','x2','x3']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),Z.greater(x1,x2,'size')),X),X)",bonan's rule,0
199,225,348,fD5gC,Zeta,there is a red,At least one red cone should be bigger than at one green cone.,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.and_operator(Z.equal(x2,'green','colour'),Z.greater(x1,x2,'size'))),X),1,X)",bonan's rule,There should be at least one red cone in the combination.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
200,226,349,fD5gC,Kappa,at least one is blue AND small,There should be at least one small blue cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,There should be at least one small blue cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
201,227,355,i8DCA,Iota,one is blue,There has to be a medium blue cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,2,'size')),1,X)",bonan's rule,There must be a blue cone.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,0
202,228,356,i8DCA,Omega,all are blue OR small,There can't be a red cone.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'red','colour')),X)",bonan's rule,There can't be a red cone.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'red','colour')),X)",bonan's rule,0
203,229,358,i8DCA,Zeta,there is a red,There must be a red cone.,[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'red','colour'), X)",bonan's rule,There must be a red cone.,[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'red','colour'), X)",bonan's rule,0
204,230,359,i8DCA,Kappa,at least one is blue AND small,There has to be two cones standing up right. ,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'upright','orientation'),2,X)",bonan's rule,There has to be a small blue cone.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
205,232,366,dh7Xd,Zeta,there is a red,There must be two cones of either the same or varying size and of any color touching one another; they may need to be in the same orientation as well.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.hor_operator(x1,x2,'contact'),X),X)",bonan's rule,"There must be at least two cones present that are touching one another, regardless of size, color, or orientation.","[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.hor_operator(x1,x2,'contact'),X),X)",bonan's rule,1
206,233,367,dh7Xd,Iota,one is blue,"All three colors of cone must be present, but size and orientation do not matter. There cannot be more than five total cones present.","[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.exists(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),X),X),X)",bonan's rule,"All three colors of cone must be present, usually regardless of size and orientation. There can be no more than four total cones present.","[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.exists(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),X),X),X)",bonan's rule,0
207,234,368,dh7Xd,Upsilon,none are upright,"There can be no upright cones present. There may need to be at least one small cone present as well, but color doesn't appear to matter, nor does whether or not the cones touch.",[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,"There can be no upright cones present. Color, size, and orientation otherwise do not appear to matter; there may be an upper limit on the number of cones present.",[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
208,235,369,dh7Xd,Kappa,at least one is blue AND small,There must be at least one small blue cone present.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,"There must be at least one small blue cone present. Beyond that, it does not matter what other cones are present, regardless of color, orientation, size, or count.",[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
209,237,373,OA5AW,Upsilon,none are upright,Two large cones are touching without being stacked.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,3,'size'),Z.equal(x2,3,'size')),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,Cones are in contact without being stacked.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.hor_operator(x1,x2,'contact'),X),X)",bonan's rule,0
210,238,374,OA5AW,Zeta,there is a red,There is at least one red cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There is at least one red cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
211,239,385,GFtqh,Omega,all are blue OR small,"As long as there is a blue triangle in there, it will emit radiation.",[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'blue','colour'), X)",bonan's rule,"It will emit so long as there is a blue triangle, but not a green triangle that is larger than it.","[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1, 'blue','colour'),Z.not_operator(Z.and_operator(Z.equal(x2,'green','colour'),Z.greater(x2,x1,'size')))),X),X)",bonan's rule,0
212,240,386,GFtqh,Zeta,there is a red,Anything with a red triangle in it will emit radiation.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,Anything with a red triangle will emit radiation.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
213,241,387,GFtqh,Upsilon,none are upright,Two red triangles of any size must be next to each other.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'red','colour')),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,Two red triangles have to be touching with the majority of one side of each triangle touching.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'red','colour')),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,0
214,242,388,GFtqh,Iota,one is blue,"There must be a blue triangle present, and no green triangle present.","[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x2,'green','colour'))),X),X)",bonan's rule,There must be a blue triangle present.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,0
215,243,389,GFtqh,Kappa,at least one is blue AND small,There must be a small blue triangle present at all times. ,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,There must be a small blue triangle present at all times.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,1
216,244,390,TSQ2l,Zeta,there is a red,There must be at least one red cone of any size in any position or orientation,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There must be at least one red cone of any size in any orientation or position.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
217,245,391,TSQ2l,Upsilon,none are upright,There must be at least one cone of any color and size on its side in any location. There must not be any upright cones of any size or color in any position.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,There may be no upright cones of any color or size at any position.  Everything else if fine.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
218,247,393,TSQ2l,Iota,one is blue,There must be a blue cone of any size or color in any orientation or position.,[['x1']],"Z.exists(lambda x1: Z.equal(x1, 'blue','colour'), X)",bonan's rule,There must be one and only one blue cone of any size and in any orientation and at any position. There may be as many or as few of any other types of cones as desired.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1, 'blue','colour'),1,X)",bonan's rule,0
219,248,394,TSQ2l,Kappa,at least one is blue AND small,There must be a small blue cone in any orientation at any position.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,"There must be at least one small blue cone in any orientation at any position, and it is allowed to overlap other cones.  Any other cones may be present in any orientation and at any position.",[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
220,249,405,c8KKW,Upsilon,none are upright,There must be at least one small triangle on its side,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.or_operator(Z.equal(x1,'lhs','orientation'),Z.equal(x1,'rhs','orientation'))),1,X)",bonan's rule,no triangle can be upright,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
221,250,406,c8KKW,Omega,all are blue OR small,there must be one blue triangle,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,The largest triangle must be blue,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'), Z.and_operator(Z.not_operator(Z.equal(x2,'blue','colour')),Z.less(x2,x1,'size'))),X),X)",bonan's rule,0
222,251,407,c8KKW,Zeta,there is a red,there must be at least one red triangle,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There must be at least one red triangle,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
223,252,408,c8KKW,Iota,one is blue,there must be one blue triangle but no more than one,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There must be a single blue triangle,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,1
224,253,409,c8KKW,Kappa,at least one is blue AND small,there must be at least one small blue triangle,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,There must be at least one small blue triangle,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
225,254,410,8QtIO,Zeta,there is a red,There must be at least one red cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There must be at least one red cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
226,255,411,8QtIO,Omega,all are blue OR small,There must be one small green cone and one medium blue.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,2,'size')),Z.and_operator(Z.equal(x2,'green','colour'),Z.equal(x2,1,'size'))),X),X)",bonan's rule,There must be at least one small green cone and no more than one bigger cone.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.atmost(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,1,'size')),Z.greater(x2,x1,'size')),1,X),X)",bonan's rule,0
227,256,413,8QtIO,Kappa,at least one is blue AND small,There must be at least one small blue cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,There must be at least one small blue cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
228,257,416,0A5AL,Iota,one is blue,A large blue cone must be there.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,3,'size')),X)",bonan's rule,A blue cone must be present.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,0
229,258,417,0A5AL,Omega,all are blue OR small,A blue or green cone must be present,[['x1']],"Z.exists(lambda x1: Z.or_operator(Z.equal(x1,'green','colour'),Z.equal(x1,'blue','colour')),X)",bonan's rule,A small or medium green or blue cone must be present.,[['x1']],"Z.exists(lambda x1: Z.or_operator(Z.and_operator(Z.or_operator(Z.equal(x1,1,'size'),Z.equal(x1,2,'size')),Z.equal(x1,'green','colour')),Z.equal(x1,'blue','colour')),X)",bonan's rule,0
230,259,418,0A5AL,Zeta,there is a red,A red or green cone must be present.,[['x1']],"Z.exists(lambda x1: Z.or_operator(Z.equal(x1,'green','colour'),Z.equal(x1,'red','colour')),X)",bonan's rule,A red or a green cone must be present.,[['x1']],"Z.exists(lambda x1: Z.or_operator(Z.equal(x1,'green','colour'),Z.equal(x1,'red','colour')),X)",bonan's rule,0
231,260,419,0A5AL,Kappa,at least one is blue AND small,A small blue cone must be present.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,"A small blue cone must be present.
",[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
232,261,420,NKgB0,Kappa,at least one is blue AND small,There must be at least one small blue cone. ,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,There must be at least one small blue cone. ,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
233,262,421,NKgB0,Iota,one is blue,There must be at least one red and one blue cone. ,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'blue','colour')),1,X),1,X)",bonan's rule,There must be one blue and one red cone and no more of those colors. ,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'blue','colour')),1,X),1,X)",bonan's rule,0
234,264,423,NKgB0,Zeta,there is a red,There must be at least one red cone. ,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There must be at least one red cone. ,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
235,265,425,oEa5W,Omega,all are blue OR small,There must be at least two small triangles.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,1,'size'),2,X)",bonan's rule,There must be at least two small triangles or one large and one small triangle.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.or_operator(Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x2,1,'size')),Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x2,3,'size'))),X),X)",bonan's rule,0
236,266,426,oEa5W,Zeta,there is a red,There must be at least one red triangle of any size.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'red','colour'), 1, X)",bonan's rule,There must be at least one red triangle of any size.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'red','colour'), 1, X)",bonan's rule,0
237,267,427,oEa5W,Kappa,at least one is blue AND small,There must be at least one blue triangle.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'blue','colour'), 1,X)",bonan's rule,There must be at least one small blue triangle.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1, 'blue','colour')), 1,X)",bonan's rule,1
238,268,429,oEa5W,Iota,one is blue,"There must be at least one blue triangle, plus a triangle of another color.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x2,'blue','colour'))),X),1,X)",bonan's rule,"There must be at least one blue triangle of any size, plus either a red or green triangle of any size.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x2,'blue','colour'))),X),1,X)",bonan's rule,0
239,270,431,143NC,Kappa,at least one is blue AND small,There must be at least one small blue cone,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,There must be at least one small blue cone,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
240,271,432,143NC,Iota,one is blue,There is exactly one blue cone,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There is exactly one blue cone,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
241,272,433,143NC,Upsilon,none are upright,There must be at least one blue cone not facing up,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))),1,X)",bonan's rule,There are no cones facing up,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
242,273,434,143NC,Zeta,there is a red,There must be at least one red cone,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'red','colour'), 1, X)",bonan's rule,There must be at least one red cone,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'red','colour'), 1, X)",bonan's rule,0
243,274,437,ITONF,Zeta,there is a red,There cannot be any small blue triangles ,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size'))),X)",bonan's rule,There must be at least one triangle on its side,[['x1']],"Z.atleast(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),1,X)",bonan's rule,0
244,276,439,ITONF,Omega,all are blue OR small,There cannot be any red triangles,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'red','colour')),X)",bonan's rule,There must be at least two small triangles,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,2,'size'),2,X)",bonan's rule,0
245,277,443,ynjTM,Upsilon,none are upright,Any and all cones must not be standing such that the vertex points straight upward.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,No cone must be standing such that the vertex points straight upward.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
